name;WoSline;author;title;journal;year
BENMAAOU_O(2018):629;917723;Ben Maaouia, O; Energy-efficient strategy for placement of online services on dynamic availability resources in volunteer Cloud;IEEE INT SYMP PARAL;2018
BERINDE_S(2018)29:302;917802;Berinde, SR; Corporate Governance Decisions in Accounting Business Field for Increasing Competitiveness: Romania, France and Europe Comparison;INZ EKON;2018
BERNABE_G(2018):2037272;917905;Bernabe, G; On the Parallelization of Stream Compaction on a Low-Cost SDC Cluster;SCI PROGRAMMING-NETH;2018
BINALAUD_A(2018):97;917981;bin Alaudin, AH; Real-Time Residential Energy Monitoring Device using Internet of Things;INT CONF SYST ENG;2018
BINDU_G(2018)11:242;918048;Bindu, GBH; Energy aware multi objective genetic algorithm for task scheduling in cloud computing;INT J INTERNET PROTO;2018
BISWAS_T(2018):;918119;Biswas, T; A Novel Energy Efficient Scheduling for High Performance Computing Systems;INT CONF COMPUT;2018
BUIATTI_G(2018):;918181;Buiatti, GM; Retrofitting of Datacenters On-grid PV Systems for Peak-Hours Constant Current Injection Using Available Batteries;INT TELECOM ENERGY;2018
CAI_C(2018)6:76475;918254;Cai, C; SAP: A Novel Stationary Peers Assisted Indoor Positioning System;IEEE ACCESS;2018
CAKIT_E(2018)610:215;918379;Cakit, E; Understanding the Social and Economic Factors Affecting Adverse Events in an Active Theater of War: A Neural Network Approach;ADV INTELL SYST;2018
CAMUS_B(2018):85;918457;Camus, B; Network-aware energy-efficient virtual machine management in distributed Cloud infrastructures with on-site photovoltaic production;INT SYM COMP ARCHIT;2018
CAMUS_B(2018):;918535;Camus, B; Harnessing the geographical flexibility of distributed computing clouds for cooperative self-consumption;IEEE PES INNOV SMART;2018
CAO_H(2018):;918605;Cao, H; A QoS-Guaranteed Energy-Efficient VM Dynamic Migration Strategy in Cloud Data Centers;INT CONF WIRE COMMUN;2018
CAO_M(2018)35:3685;918680;Cao, M; Distributed MMAS for weapon target assignment based on Spark framework;J INTELL FUZZY SYST;2018
CAO_X(2018):;918756;Cao, XM; Joint Computation and Communication Cooperation for Mobile Edge Computing;*****;2018
CAO_X(2018):111;918827;Cao, XW; Mobile Edge Computing for Cellular-Connected UAV: Computation Offloading and Trajectory Optimization;IEEE INT WORK SIGN P;2018
MARTIN_J(2018)12:421;918889;Martin, JC; HOW DIFFERENT N-POINT LIKERT SCALES AFFECT THE MEASUREMENT OF SATISFACTION IN ACADEMIC CONFERENCES;INT J QUAL RES;2018
CHAUDHRY_J(2018):52;919015;Chaudhry, J; POStCODE Middleware for Post-market Surveillance of Medical Devices for Cyber Security in Medical and Healthcare Sector in Australia;INT SYM MED INFORM;2018
CHEN_C(2018):268;919185;Chen, CC; Partitioning and Placing Virtual Machine Clusters on Cloud Environment;*****;2018
CHEN_Y(2018):1324897;919244;Chen, Y; Dynamic Service Request Scheduling for Mobile Edge Computing Systems;WIREL COMMUN MOB COM;2018
CHEN_Y(2018):60;919328;Chen, YF; CSSMT: Compiler based Software Simultaneous Multithreading (SMT);EUROMICRO WORKSHOP P;2018
CHENG_Y(2018):3277938;919406;Cheng, YL; Distributed Computation Offloading and Power Allocation for Wireless Virtualization Aided Mobile Edge Computing;*****;2018
CHI_J(2018):378;919471;Chi, JF; Privacy Partition: A Privacy-preserving Framework for Deep Neural Networks in Edge Networks;*****;2018
CHIANG_T(2018)22:436;919552;Chiang, TY; A NEW MODEL TO IMPROVE SERVICE QUALITY IN THE PROPERTY MANAGEMENT INDUSTRY;INT J STRATEG PROP M;2018
CHO_L(2018):5;919649;Cho, L; Green OFDM for IoT: Minimizing IBO Subject to a Spectral Mask;*****;2018
COSTA_P(2018)427:541;919711;Costa, PS; Fabricating high-quality ultra-thin croconic acid film using electric field guidance;APPL SURF SCI;2018
CRUZ_L(2018):400;919796;Cruz, L; Measuring the Energy Footprint of Mobile Testing Frameworks;PROC IEEE ACM INT C;2018
DALVI-ES_M(2018)11:207;919859;Dalvi-Esfahani, M; FACTORS INFLUENCING BELIEFS FORMATION TOWARDS THE ADOPTION OF SOCIAL COMMERCE IN SME TRAVEL AGENCIES;ECON SOCIOL;2018
DEHOZ_J(2018):19;920097;de Hoz, JD; SSH as an Alternative to TLS in IoT Environments using HTTP;*****;2018
GUZMAN_M(2018):554;920172;Guzman, MAD; Towards the inclusion of FPGAs on Commodity Heterogeneous Systems;*****;2018
DENNY_J(2018):18;920247;Denny, JE; Clacc: Translating OpenACC to OpenMP in Clang;*****;2018
DIPIETRO_N(2018):792;920320;di Pietro, N; Proactive Computation Caching Policies For 5G-and-Beyond Mobile Edge Cloud Networks;EUR SIGNAL PR CONF;2018
DIAO_X(2018):;920389;Diao, XB; Joint User Clustering, Resource Allocation and Power Control for NOMA-based Mobile Edge Computing;INT CONF WIRE COMMUN;2018
DICK_K(2018):142;920466;Dick, K; Fitting Rank Order Data in the Age of Context;*****;2018
DING_L(2018):416;920518;Ding, L; A Novel Architecture for Automatic Document Classification for Effective Security in Edge Computing Environments;*****;2018
DING_Z(2018)6:68038;920591;Ding, ZJ; Modeling and Analysis for Mobile Computing Systems Based on Petri Nets: A Survey;IEEE ACCESS;2018
DU_Y(2018):34;920803;Du, YW; A Medical Information Service Platform Based on Distributed Cloud and Blockchain;*****;2018
DUAN_Y(2018):;920865;Duan, YF; Delay Analysis and Computing Offloading of URLLC in Mobile Edge Computing Systems;INT CONF WIRE COMMUN;2018
DUMITRES_C(2018):487;920936;Dumitrescu, C; Assessment of Data Center Energy Efficiency. Methods and Metrics;INT CONF EXPO ELECTR;2018
DUOLIKUN_D(2018)21:1;921010;Duolikun, D; Simple algorithms for selecting an energy-efficient server in a cluster of servers;INT J COMMUN NETW DI;2018
DUOLIKUN_D(2018)9:357;921122;Duolikun, D; Dynamic migration of virtual machines to reduce energy consumption in a cluster;INT J GRID UTIL COMP;2018
DUOLIKUN_D(2018)8:138;921219;Duolikun, D; A dynamic model for energy-efficiently migrating a group of virtual machines from a host server to a guest server;INT J SPACE-BASED SI;2018
DUPONT_C(2018):1028578;921322;Dupont, C; An Open IoT Platform to Promote Eco-Sustainable Innovation in Western Africa: Real Urban and Rural Testbeds;WIREL COMMUN MOB COM;2018
ELAHI_A(2018):831;921421;Elahi, A; Efficient Sidelobe Reduction for OFDM Based Cognitive Radio Systems;INT BHURBAN C APPL S;2018
ELMUNSYA_H(2018)1028:012066;921501;Elmunsyah, H; A Study of VHS Culture of Quality through Improving the Role of ICT Center Management;J PHYS CONF SER;2018
FAN_X(2018)47:406;921592;Fan, XL; Low Energy Consumption and Data Redundancy Approach of Wireless Sensor Networks with Bigdata;INF TECHNOL CONTROL;2018
FARAGARD_H(2018):54;921700;Faragardi, HR; A Time-Predictable Fog-Integrated Cloud Framework: One Step Forward in the Deployment of a Smart Factory;*****;2018
FARHOUDI_M(2018):435;921794;Farhoudi, M; Server Load Balancing in Software-Defined Networks;*****;2018
FAWAZ_I(2018):571;921854;Fawaz, I; Joint Resource Scheduling and Computation Offloading for Energy Harvesting Communications;*****;2018
FERNANDE_R(2018):403;921912;Fernandes, R; EcoVMBroker: Energy-aware Scheduling for Multi-layer Datacenters;*****;2018
FU_X(2018):9471356;921989;Fu, X; Energy-Aware VM Initial Placement Strategy Based on BPSO in Cloud Computing;SCI PROGRAMMING-NETH;2018
GALAVIZ-_L(2018)796:384;922061;Galaviz-Alejos, LA; Bi-objective Heterogeneous Consolidation in Cloud Computing;COMM COM INF SC;2018
GEDEON_J(2018):187;922153;Gedeon, J; From Cell Towers to Smart Street Lamps: Placing Cloudlets on Existing Urban Infrastructures;*****;2018
GETKA_M(2018)94:130;922296;Getka, M; Aspects of energy efficient performance control of an ACPI-compliant computer system processor in Linux;PRZ ELEKTROTECHNICZN;2018
GIANNAKI_A(2018):;922509;Giannakis, A; MVDC distribution grids and potential applications: Future trends and protection challenges;EUR CONF POW ELECTR;2018
GODI_S(2018)58:267;922594;Godi, S; Novel security issues and mitigation measures in cloud computing: an Indian perspective;INT J COMPUT APPL T;2018
GOMEZ-CA_A(2018):;922663;Gomez-Cardenas, A; A Resource Identity Management Strategy for Combined Fog-to-Cloud Systems;I S WORLD WIREL MOBI;2018
GRIGORYA_T(2018)26:1937;922745;Grigoryan, T; Investigating digital native female learners' attitudes towards paperless language learning;RES LEARN TECHNOL;2018
GRISHINA_A(2018):1;922823;Grishina, A; DC Energy Data Measurement and Analysis for Productivity and Waste Energy Assessment;IEEE INT C COMPUT;2018
GUO_J(2018):153;922946;Guo, J; Nonstationary Concurrent Service Feature Identification Algorithm;IEEE INT CONF SERV;2018
GUO_L(2018)108:052026;923035;Guo, LJ; Comprehensive analysis and evaluation of big data for main transformer equipment based on PCA and Apriority;IOP C SER EARTH ENV;2018
GUO_S(2018):172;923096;Guo, SS; Queueing Network Model and Average Delay Analysis for Mobile Edge Computing;INT CONF COMPUT NETW;2018
GUPTA_V(2018):372;923170;Gupta, V; Efficient Solar Provisioning for Net-Zero Internet-Scale Distributed Networks;INT CONF COMMUN SYST;2018
GUVEN_E(2018):248;923242;Guven, EY; Edge Computing Security Application: Kilic;*****;2018
GUYON_D(2018):69;923303;Guyon, D; Energy-Efficient IaaS-PaaS Co-design for Flexible Cloud Deployment of Scientific Applications;INT SYM COMP ARCHIT;2018
HALLAWI_H(2018)1032:012048;923368;Hallawi, H; A comparison of resource allocation process in grid and cloud technologies;J PHYS CONF SER;2018
HAN_J(2018)26:707;923473;Han, J; Risk-aware multi-objective optimized virtual machine placement in the cloud;J COMPUT SECUR;2018
HAN_Z(2018):55;923572;Han, ZJ; Web load balance strategy with energy consumption constrained based on DNS collaboration;*****;2018
HANSEN_S(2018):V004T05A022;923644;Hansen, S; PAST INFRASTRUCTURES AND FUTURE MACHINE INTELLIGENCE (MI) FOR BIOFUEL PRODUCTION: A REVIEW AND MI-BASED FRAMEWORK;*****;2018
HATZIVAS_G(2018):140;923786;Hatzivasilis, G; The Interoperability of Things: Interoperable solutions as an enabler for IoT and Web 3.0;IEEE INT WORKSH COMP;2018
HE_J(2018):546;923894;He, JY; Towards A Truthful Online Auction for Cooperative Mobile Task Execution;*****;2018
HE_Y(2018):;923981;He, Y; Online Demand Response of GPU Cloud Computing with DVFS;*****;2018
HEIDRICH_O(2018)17:71;924043;Heidrich, O; AN EXAMINATION INTO RECYCLING AND WASTE MANAGEMENT ATTITUDES AND BEHAVIORS BY UK EMPLOYEES;ENVIRON ENG MANAG J;2018
HERZOG_C(2018):1;924140;Herzog, C; A generic learning multi-agent-system approach for Spatio-Temporal-, Thermal- and Energy-Aware Scheduling;EUROMICRO WORKSHOP P;2018
HILTY_L(2018)19:642;924224;Hilty, LM; Motivating students on ICT-related study programs to engage with the subject of sustainable development;INT J SUST HIGHER ED;2018
HU_J(2018)6:37604;924304;Hu, JJ; Reward-Aided Sensing Task Execution in Mobile Crowdsensing Enabled by Energy Harvesting;IEEE ACCESS;2018
HU_J(2018)42:681;924414;Hu, JM; Measuring the interdisciplinarity of Big Data research: a longitudinal study;ONLINE INFORM REV;2018
HUA_D(2018)35:4319;924533;Hua, D; Fuzzy system for monitoring energy consumption of wireless sensor network nodes;J INTELL FUZZY SYST;2018
HUANG_K(2018)6:57614;924603;Huang, K; Energy-Efficient Fault-Tolerant Mapping and Scheduling on Heterogeneous Multiprocessor Real-Time Systems;IEEE ACCESS;2018
HUANG_Q(2018)6:629;924705;Huang, Q; Data Analysis for Infant Formula Nutrients;LECT NOTE DATA ENG;2018
IBRAHIM_M(2018)6:27313;924777;Ibrahim, M; SIM-Cumulus: An Academic Cloud for the Provisioning of Network-Simulation-as-a-Service (NSaaS);IEEE ACCESS;2018
ISMAIL_S(2018):;924873;Ismail, S; Evaluating Cache Power Dissipation Across Different Process Technologies;I C COMP SYST APPLIC;2018
ITURRIAG_S(2018)796:337;924935;Iturriaga, S; Energy Aware Multiobjective Scheduling in a Federation of Heterogeneous Datacenters;COMM COM INF SC;2018
JANATIAN_N(2018):;925132;Janatian, N; Optimal Resource Allocation in Ultra-low Power Fog-computing SWIPT-based Networks;IEEE WCNC;2018
JAVADPOU_A(2018):1364;925195;Javadpour, A; Power Curtailment in Cloud Environment Utilising Load Balancing Machine Allocation;*****;2018
JIN_B(2018):;925303;Jin, BX; Cloud Infrastructure and Monitoring System for Real Estate Registration;INT CONF GEOINFORM;2018
JO_S(2018):;925452;Jo, SK; Cost-effective and Eco-friendly Green Routing using Renewable Energy;*****;2018
KARAMATI_S(2018):1080;925534;Karamati, S; An Energy-Efficient Single-Source Shortest Path Algorithm;INT PARALL DISTRIB P;2018
KASHYAP_P(2018)899:225;925618;Kashyap, PK; Fuzzy-Kohonen Self-organizing Clustering Algorithm in Wireless Sensor Networks;COMM COM INF SC;2018
KASSAB_A(2018):252;925687;Kassab, A; Assessing the Use of Genetic Algorithms to Schedule Independent Tasks Under Power Constraints;*****;2018
KHAN_M(2018):105;925762;Khan, MA; Exploiting User Provided Information In Dynamic Consolidation of Virtual Machines to Minimize Energy Consumption of Cloud Data Centers;*****;2018
KHAN_M(2018)6:79060;925835;Khan, MJ; Assessing the Determinants of Adopting Component-Based Development in a Global Context: A Client-Vendor Analysis;IEEE ACCESS;2018
KITAGAWA_Y(2018):150;925958;Kitagawa, Y; DAG Scheduling Algorithm for a Cluster-Based Many-Core Architecture;*****;2018
KRAVENKI_S(2018)25:383;926035;Kravenkit, S; THE KANBAN- RFID MODEL BASED ON CLOUD COMPUTING;SURANAREE J SCI TECH;2018
KU_Y(2018):;926092;Ku, YJ; Quality of Service Optimization for Vehicular Edge Computing with Solar-Powered Road Side Units;*****;2018
KULAU_U(2018):5;926165;Kulau, U; Course: Energy Efficiency in Embedded Systems - A System-Level Perspective for Computer Scientists;*****;2018
KUMAR_A(2018)37:781;926257;Kumar, A; EQUAL: ENERGY AND QOS AWARE RESOURCE ALLOCATION APPROACH FOR CLOUDS;COMPUT INFORM;2018
KUMAR_B(2018)1952:5032049;926358;Kumar, BS; The Effective Use of Virtualization for Selection of Data Centers in a Cloud Computing Environment;AIP CONF PROC;2018
KUMAR_K(2018)14:283;926427;Kumar, KD; Prediction methods for effective resource provisioning in cloud computing: A survey;MULTIAGENT GRID SYST;2018
KUMAR_M(2018):293;926617;Kumar, MS; Resource-Aware Energy Efficient Workflow Scheduling in Cloud Infrastructure;*****;2018
KUMAR_V(2018):;926679;Kumar, V; Performance Evaluation Of Lazy And Decision Tree Classifier: A Data Mining Approach for Global Celebrity's Death Analysis;*****;2018
KURDI_H(2018)6:35435;926831;Kurdi, HA; LACE: A Locust-Inspired Scheduling Algorithm to Reduce Energy Consumption in Cloud Datacenters;IEEE ACCESS;2018
KWON_Y(2018):27;926924;Kwon, Y; Effectiveness analysis of web based simulation for computational science and engineering on Improvement EDISON Platform;*****;2018
LAN_Z(2018):;926999;Lan, ZR; A Hierarchical Game for Joint Wireless and Cloud Resource Allocation in Mobile Edge Computing System;INT CONF WIRE COMMUN;2018
LEE_S(2018)6:49601;927080;Lee, S; CloudSocket: Fine-Grained Power Sensing System for Datacenters;IEEE ACCESS;2018
LEI_K(2018):747;927202;Lei, K; OptCaching: A Stackelberg Game and Belief Propagation Based Caching Scheme for Joint Utility Optimization in Fog Computing;INT C PAR DISTRIB SY;2018
LEZNIK_M(2018):;927286;Leznik, M; Done Yet? A Critical Introspective of the Cloud Management Toolbox;INT ICE CONF ENG;2018
LI_B(2018):1169;927394;Li, B; K-means Based Edge Server Deployment Algorithm for Edge Computing Environments;*****;2018
LI_C(2018)6:78193;927474;Li, CQ; A Vector Grouping Learning Brain Storm Optimization Algorithm for Global Optimization Problems;IEEE ACCESS;2018
LI_G(2018):6897523;927590;Li, GS; Data Processing Delay Optimization in Mobile Edge Computing;WIREL COMMUN MOB COM;2018
LI_J(2018):;927675;Li, J; Deep Neural Network based Computational Resource Allocation for Mobile Edge Computing;IEEE GLOBE WORK;2018
LI_N(2018)6:33969;927733;Li, NP; Non-Invasive Assessment Model of Liver Disease Severity by Serum Markers Using Cloud Computing and Internet of Things;IEEE ACCESS;2018
LI_S(2018):3736;927817;Li, SC; Joint Radio and Computation Resource Allocation with Predictable Channel in Vehicular Edge Computing;IEEE INT C INTELL TR;2018
LI_S(2018):;927894;Li, SC; Computation Offloading with Time-varying Fading Channel in Vehicular Edge Computing;IEEE GLOBE WORK;2018
LI_T(2018):;927959;Li, T; OAI-based End-to-End Network Slicing;INT CONF DIGIT SIG;2018
LI_X(2018):3421;928027;Li, X; Vehicular Edge Cloud Computing: Depressurize the Intelligent Vehicles Onboard Computational Power;IEEE INT C INTELL TR;2018
LI_Y(2018):;928101;Li, YH; A Generic Gate Driver for SiC MOSFETs with adjustable Positive and Negative Rail Voltage;*****;2018
LI_Z(2018):;928165;Li, ZS; Energy-Efficient Joint Caching and Transcoding for HTTP Adaptive Streaming in 5G Networks With Mobile Edge Computing;IEEE INT CONF COMM;2018
LIM_S(2018):893;928229;Lim, SY; A Conceptual Model of Intention to Practise Corporate Governance among Malaysian Small and Medium Enterprises;*****;2018
LIN_B(2018):106;928365;Lin, BH; Design and Implementation of a High Step-Down Interleaved DC-DC Converter;*****;2018
LIN_J(2018):;928439;Lin, JL; Task Execution Cost Minimization-based Joint Computation Offloading and Resource Allocation for Cellular D2D Systems;*****;2018
LIU_H(2018):1286;928488;Liu, HR; SCADS: Simultaneous Computing and Distribution Strategy for Task Offloading in Mobile-Edge Computing System;*****;2018
